trialNo,tablerow,soundrow,correct_answer,rt,status,trialaccuracy,totalaccuracy,participant,test,group,test_speaker,word1,word2,test_type,testpairs,correct_word,stream_type,training,beeptotalaccuracy,ppID,training_speaker,train_test_speaker_match,lateralization
14,39,39,1,523,1,1,6,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,fanujo,tuheri,seg_Unattended,fanujo_tuheri,fanujo,single,AD_G1_LangA_female,12,2,F,Match,both
15,52,52,2,340,2,0,6,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,masihe,herisha,seg_Unattended,masihe_herisha,herisha,single,AD_G1_LangA_female,12,2,F,Match,both
16,7,7,2,1230,2,0,6,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,xonisu,pejuxo,seg_Attended,xonisu_pejuxo,pejuxo,single,AD_G1_LangA_female,12,2,F,Match,both
17,68,68,1,1347,1,1,7,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,xidule,shavuko,seg_Unattended,xidule_shavuko,xidule,single,AD_G1_LangA_female,12,2,F,Match,both
18,28,28,2,475,2,0,7,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,voluho,hoshife,seg_Attended,voluho_hoshife,hoshife,single,AD_G1_LangA_female,12,2,F,Mismatch,both
19,23,23,2,874,1,1,8,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,shifeni,bavolu,seg_Attended,shifeni_bavolu,bavolu,single,AD_G1_LangA_female,12,2,F,Mismatch,both
20,57,57,2,232,2,0,8,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,tuheri,pomasi,seg_Unattended,tuheri_pomasi,pomasi,single,AD_G1_LangA_female,12,2,F,Mismatch,both
21,47,47,2,355,1,1,9,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,wetuxi,vukoza,seg_Unattended,wetuxi_vukoza,vukoza,single,AD_G1_LangA_female,12,2,F,Match,both
22,13,13,1,1128,1,1,10,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,zutami,xonisu,seg_Attended,zutami_xonisu,zutami,single,AD_G1_LangA_female,12,2,F,Mismatch,both
23,38,38,2,2223,2,0,10,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,shavuko,fanujo,seg_Unattended,shavuko_fanujo,fanujo,single,AD_G1_LangA_female,12,2,F,Mismatch,both
24,58,58,1,1075,2,0,10,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,pomasi,masihe,seg_Unattended,pomasi_masihe,pomasi,single,AD_G1_LangA_female,12,2,F,Match,both
25,1,1,1,260,1,1,11,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,nisuda,xonisu,seg_Attended,nisuda_xonisu,nisuda,single,AD_G1_LangA_female,12,2,F,Match,both
26,26,26,2,157,2,0,11,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,mipeju,hoshife,seg_Attended,mipeju_hoshife,hoshife,single,AD_G1_LangA_female,12,2,F,Mismatch,both
27,37,37,1,456,2,0,11,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,fanujo,zafanu,seg_Unattended,fanujo_zafanu,fanujo,single,AD_G1_LangA_female,12,2,F,Match,both
28,14,14,2,1129,1,1,12,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,mipeju,zutami,seg_Attended,mipeju_zutami,zutami,single,AD_G1_LangA_female,12,2,F,Match,both
29,19,19,2,375,2,0,12,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,xonisu,bavolu,seg_Attended,xonisu_bavolu,bavolu,single,AD_G1_LangA_female,12,2,F,Mismatch,both
30,24,24,1,500,2,0,12,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,bavolu,rewani,seg_Attended,bavolu_rewani,bavolu,single,AD_G1_LangA_female,12,2,F,Match,both
31,16,16,2,224,1,1,13,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,voluho,zutami,seg_Attended,voluho_zutami,zutami,single,AD_G1_LangA_female,12,2,F,Match,both
32,9,9,2,208,2,0,13,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,luzuta,pejuxo,seg_Attended,luzuta_pejuxo,pejuxo,single,AD_G1_LangA_female,12,2,F,Match,both
33,15,15,1,1744,2,0,13,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,zutami,luzuta,seg_Attended,zutami_luzuta,zutami,single,AD_G1_LangA_female,12,2,F,Mismatch,both
34,49,49,1,1400,2,0,13,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,herisha,zafanu,seg_Unattended,herisha_zafanu,herisha,single,AD_G1_LangA_female,12,2,F,Mismatch,both
35,29,29,1,241,2,0,13,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,hoshife,shifeni,seg_Attended,hoshife_shifeni,hoshife,single,AD_G1_LangA_female,12,2,F,Match,both
36,60,60,1,1941,2,0,13,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,pomasi,dulepo,seg_Unattended,pomasi_dulepo,pomasi,single,AD_G1_LangA_female,12,2,F,Match,both
37,22,22,1,2100,1,1,14,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,bavolu,voluho,seg_Attended,bavolu_voluho,bavolu,single,AD_G1_LangA_female,12,2,F,Match,both
38,35,35,2,699,1,1,15,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,shifeni,kirewa,seg_Attended,shifeni_kirewa,kirewa,single,AD_G1_LangA_female,12,2,F,Mismatch,both
39,30,30,2,451,2,0,15,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,rewani,hoshife,seg_Attended,rewani_hoshife,hoshife,single,AD_G1_LangA_female,12,2,F,Mismatch,both
40,54,54,2,503,1,1,16,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,dulepo,herisha,seg_Unattended,dulepo_herisha,herisha,single,AD_G1_LangA_female,12,2,F,Match,both
41,71,71,2,289,2,0,16,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,wetuxi,xidule,seg_Unattended,wetuxi_xidule,xidule,single,AD_G1_LangA_female,12,2,F,Match,both
42,10,10,1,159,2,0,16,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,pejuxo,voluho,seg_Attended,pejuxo_voluho,pejuxo,single,AD_G1_LangA_female,12,2,F,Mismatch,both
43,21,21,2,68,2,0,16,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,luzuta,bavolu,seg_Attended,luzuta_bavolu,bavolu,single,AD_G1_LangA_female,12,2,F,Mismatch,both
44,51,51,1,613,2,0,16,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,herisha,tuheri,seg_Unattended,herisha_tuheri,herisha,single,AD_G1_LangA_female,12,2,F,Mismatch,both
45,41,41,1,1888,1,1,17,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,fanujo,wetuxi,seg_Unattended,fanujo_wetuxi,fanujo,single,AD_G1_LangA_female,12,2,F,Match,both
46,42,42,2,178,1,1,18,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,dulepo,fanujo,seg_Unattended,dulepo_fanujo,fanujo,single,AD_G1_LangA_female,12,2,F,Mismatch,both
47,44,44,1,318,2,0,18,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,vukoza,shavuko,seg_Unattended,vukoza_shavuko,vukoza,single,AD_G1_LangA_female,12,2,F,Mismatch,both
48,11,11,2,1037,1,1,19,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,shifeni,pejuxo,seg_Attended,shifeni_pejuxo,pejuxo,single,AD_G1_LangA_female,12,2,F,Match,both
49,31,31,2,274,1,1,20,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,xonisu,kirewa,seg_Attended,xonisu_kirewa,kirewa,single,AD_G1_LangA_female,12,2,F,Mismatch,both
50,36,36,1,262,1,1,21,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,kirewa,rewani,seg_Attended,kirewa_rewani,kirewa,single,AD_G1_LangA_female,12,2,F,Match,both
51,6,6,2,2427,2,0,21,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,rewani,nisuda,seg_Attended,rewani_nisuda,nisuda,single,AD_G1_LangA_female,12,2,F,Mismatch,both
52,34,34,1,181,1,1,22,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,kirewa,voluho,seg_Attended,kirewa_voluho,kirewa,single,AD_G1_LangA_female,12,2,F,Match,both
53,20,20,1,250,2,0,22,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,bavolu,mipeju,seg_Attended,bavolu_mipeju,bavolu,single,AD_G1_LangA_female,12,2,F,Match,both
54,3,3,1,3399,2,0,22,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,nisuda,luzuta,seg_Attended,nisuda_luzuta,nisuda,single,AD_G1_LangA_female,12,2,F,Match,both
55,66,66,2,327,1,1,23,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,dulepo,biwetu,seg_Unattended,dulepo_biwetu,biwetu,single,AD_G1_LangA_female,12,2,F,Mismatch,both
56,56,56,1,560,1,1,24,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,pomasi,shavuko,seg_Unattended,pomasi_shavuko,pomasi,single,AD_G1_LangA_female,12,2,F,Match,both
57,59,59,2,469,1,1,25,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,wetuxi,pomasi,seg_Unattended,wetuxi_pomasi,pomasi,single,AD_G1_LangA_female,12,2,F,Mismatch,both
58,4,4,2,417,1,1,26,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,voluho,nisuda,seg_Attended,voluho_nisuda,nisuda,single,AD_G1_LangA_female,12,2,F,Mismatch,both
59,12,12,1,151,2,0,26,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,pejuxo,rewani,seg_Attended,pejuxo_rewani,pejuxo,single,AD_G1_LangA_female,12,2,F,Mismatch,both
60,48,48,1,346,1,1,27,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,vukoza,dulepo,seg_Unattended,vukoza_dulepo,vukoza,single,AD_G1_LangA_female,12,2,F,Mismatch,both
61,32,32,1,136,1,1,28,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,kirewa,mipeju,seg_Attended,kirewa_mipeju,kirewa,single,AD_G1_LangA_female,12,2,F,Match,both
62,8,8,1,636,2,0,28,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,pejuxo,mipeju,seg_Attended,pejuxo_mipeju,pejuxo,single,AD_G1_LangA_female,12,2,F,Mismatch,both
63,17,17,1,483,1,1,29,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,zutami,shifeni,seg_Attended,zutami_shifeni,zutami,single,AD_G1_LangA_female,12,2,F,Mismatch,both
64,43,43,2,341,2,0,29,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,zafanu,vukoza,seg_Unattended,zafanu_vukoza,vukoza,single,AD_G1_LangA_female,12,2,F,Match,both
65,53,53,1,244,2,0,29,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,herisha,wetuxi,seg_Unattended,herisha_wetuxi,herisha,single,AD_G1_LangA_female,12,2,F,Mismatch,both
66,65,65,1,1090,2,0,29,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,biwetu,wetuxi,seg_Unattended,biwetu_wetuxi,biwetu,single,AD_G1_LangA_female,12,2,F,Match,both
67,72,72,1,589,1,1,30,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,xidule,dulepo,seg_Unattended,xidule_dulepo,xidule,single,AD_G1_LangA_female,12,2,F,Match,both
68,46,46,1,389,2,0,30,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,vukoza,masihe,seg_Unattended,vukoza_masihe,vukoza,single,AD_G1_LangA_female,12,2,F,Mismatch,both
69,33,33,2,2445,2,0,30,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,luzuta,kirewa,seg_Attended,luzuta_kirewa,kirewa,single,AD_G1_LangA_female,12,2,F,Mismatch,both
70,2,2,2,302,1,1,31,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,mipeju,nisuda,seg_Attended,mipeju_nisuda,nisuda,single,AD_G1_LangA_female,12,2,F,Mismatch,both
71,70,70,1,1169,2,0,31,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,xidule,masihe,seg_Unattended,xidule_masihe,xidule,single,AD_G1_LangA_female,12,2,F,Match,both
72,61,61,1,702,2,0,31,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,biwetu,zafanu,seg_Unattended,biwetu_zafanu,biwetu,single,AD_G1_LangA_female,12,2,F,Match,both
73,26,98,2,2027,2,0,31,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,vukoza,hoshife,rec,vukoza_hoshife,hoshife,single,AD_G1_LangA_female,12,2,F,Mismatch,both
74,4,76,2,193,1,1,32,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,pomasi,nisuda,rec,pomasi_nisuda,nisuda,single,AD_G1_LangA_female,12,2,F,Mismatch,both
75,33,105,2,185,1,1,33,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,herisha,kirewa,rec,herisha_kirewa,kirewa,single,AD_G1_LangA_female,12,2,F,Mismatch,both
76,13,85,1,112,1,1,34,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,zutami,fanujo,rec,zutami_fanujo,zutami,single,AD_G1_LangA_female,12,2,F,Mismatch,both
77,15,87,1,2912,1,1,35,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,zutami,herisha,rec,zutami_herisha,zutami,single,AD_G1_LangA_female,12,2,F,Mismatch,both
78,3,75,1,236,1,1,36,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,nisuda,herisha,rec,nisuda_herisha,nisuda,single,AD_G1_LangA_female,12,2,F,Match,both
79,34,106,1,69,1,1,37,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,kirewa,pomasi,rec,kirewa_pomasi,kirewa,single,AD_G1_LangA_female,12,2,F,Match,both
80,36,108,1,412,1,1,38,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,kirewa,xidule,rec,kirewa_xidule,kirewa,single,AD_G1_LangA_female,12,2,F,Match,both
81,35,107,2,293,1,1,39,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,biwetu,kirewa,rec,biwetu_kirewa,kirewa,single,AD_G1_LangA_female,12,2,F,Mismatch,both
82,25,97,1,296,2,0,39,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,hoshife,fanujo,rec,hoshife_fanujo,hoshife,single,AD_G1_LangA_female,12,2,F,Match,both
83,1,73,1,179,1,1,40,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,nisuda,fanujo,rec,nisuda_fanujo,nisuda,single,AD_G1_LangA_female,12,2,F,Match,both
84,30,102,2,1712,1,1,41,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,xidule,hoshife,rec,xidule_hoshife,hoshife,single,AD_G1_LangA_female,12,2,F,Mismatch,both
85,6,78,2,208,1,1,42,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,xidule,nisuda,rec,xidule_nisuda,nisuda,single,AD_G1_LangA_female,12,2,F,Mismatch,both
86,8,80,1,349,2,0,42,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,pejuxo,vukoza,rec,pejuxo_vukoza,pejuxo,single,AD_G1_LangA_female,12,2,F,Mismatch,both
87,31,103,2,191,1,1,43,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,fanujo,kirewa,rec,fanujo_kirewa,kirewa,single,AD_G1_LangA_female,12,2,F,Mismatch,both
88,23,95,2,1186,2,0,43,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,biwetu,bavolu,rec,biwetu_bavolu,bavolu,single,AD_G1_LangA_female,12,2,F,Mismatch,both
89,22,94,1,1692,2,0,43,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,bavolu,pomasi,rec,bavolu_pomasi,bavolu,single,AD_G1_LangA_female,12,2,F,Match,both
90,17,89,1,1832,1,1,44,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,zutami,biwetu,rec,zutami_biwetu,zutami,single,AD_G1_LangA_female,12,2,F,Mismatch,both
91,19,91,2,1421,2,0,44,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,fanujo,bavolu,rec,fanujo_bavolu,bavolu,single,AD_G1_LangA_female,12,2,F,Mismatch,both
92,29,101,1,2381,1,1,45,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,hoshife,biwetu,rec,hoshife_biwetu,hoshife,single,AD_G1_LangA_female,12,2,F,Match,both
93,9,81,2,1211,1,1,46,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,herisha,pejuxo,rec,herisha_pejuxo,pejuxo,single,AD_G1_LangA_female,12,2,F,Match,both
94,21,93,2,2001,1,1,47,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,herisha,bavolu,rec,herisha_bavolu,bavolu,single,AD_G1_LangA_female,12,2,F,Mismatch,both
95,20,92,1,3298,2,0,47,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,bavolu,vukoza,rec,bavolu_vukoza,bavolu,single,AD_G1_LangA_female,12,2,F,Match,both
96,24,96,1,345,1,1,48,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,bavolu,xidule,rec,bavolu_xidule,bavolu,single,AD_G1_LangA_female,12,2,F,Match,both
97,16,88,2,2633,1,1,49,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,pomasi,zutami,rec,pomasi_zutami,zutami,single,AD_G1_LangA_female,12,2,F,Match,both
98,32,104,1,271,1,1,50,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,kirewa,vukoza,rec,kirewa_vukoza,kirewa,single,AD_G1_LangA_female,12,2,F,Match,both
99,5,77,1,65,1,1,51,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,nisuda,biwetu,rec,nisuda_biwetu,nisuda,single,AD_G1_LangA_female,12,2,F,Match,both
100,18,90,2,51,1,1,52,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,xidule,zutami,rec,xidule_zutami,zutami,single,AD_G1_LangA_female,12,2,F,Match,both
101,14,86,2,131,1,1,53,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,vukoza,zutami,rec,vukoza_zutami,zutami,single,AD_G1_LangA_female,12,2,F,Match,both
102,10,82,1,64,2,0,53,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,pejuxo,pomasi,rec,pejuxo_pomasi,pejuxo,single,AD_G1_LangA_female,12,2,F,Mismatch,both
103,28,100,2,649,2,0,53,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,pomasi,hoshife,rec,pomasi_hoshife,hoshife,single,AD_G1_LangA_female,12,2,F,Mismatch,both
104,12,84,1,1815,2,0,53,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,pejuxo,xidule,rec,pejuxo_xidule,pejuxo,single,AD_G1_LangA_female,12,2,F,Mismatch,both
105,7,79,2,654,2,0,53,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,fanujo,pejuxo,rec,fanujo_pejuxo,pejuxo,single,AD_G1_LangA_female,12,2,F,Match,both
106,11,83,2,373,2,0,53,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,biwetu,pejuxo,rec,biwetu_pejuxo,pejuxo,single,AD_G1_LangA_female,12,2,F,Match,both
107,2,74,2,404,1,1,54,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,M,vukoza,nisuda,rec,vukoza_nisuda,nisuda,single,AD_G1_LangA_female,12,2,F,Mismatch,both
108,27,99,1,921,1,1,55,0c1d0354-03e3-4cbe-8bb2-bb72e96ad19b,AD_Group1_test,1,F,hoshife,herisha,rec,hoshife_herisha,hoshife,single,AD_G1_LangA_female,12,2,F,Match,both
1,48,48,1,855,1,1,1,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,vukoza,dulepo,seg_Unattended,vukoza_dulepo,vukoza,single,AD_G1_LangA_female,12,8,F,Mismatch,both
2,44,44,1,1295,1,1,2,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,vukoza,shavuko,seg_Unattended,vukoza_shavuko,vukoza,single,AD_G1_LangA_female,12,8,F,Mismatch,both
3,34,34,1,618,1,1,3,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,F,kirewa,voluho,seg_Attended,kirewa_voluho,kirewa,single,AD_G1_LangA_female,12,8,F,Match,both
4,4,4,2,724,1,1,4,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,voluho,nisuda,seg_Attended,voluho_nisuda,nisuda,single,AD_G1_LangA_female,12,8,F,Mismatch,both
5,62,62,2,2366,2,0,4,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,shavuko,biwetu,seg_Unattended,shavuko_biwetu,biwetu,single,AD_G1_LangA_female,12,8,F,Mismatch,both
6,55,55,2,617,2,0,4,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,zafanu,pomasi,seg_Unattended,zafanu_pomasi,pomasi,single,AD_G1_LangA_female,12,8,F,Mismatch,both
7,10,10,1,1728,2,0,4,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,pejuxo,voluho,seg_Attended,pejuxo_voluho,pejuxo,single,AD_G1_LangA_female,12,8,F,Mismatch,both
8,54,54,2,1269,2,0,4,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,F,dulepo,herisha,seg_Unattended,dulepo_herisha,herisha,single,AD_G1_LangA_female,12,8,F,Match,both
9,5,5,1,438,1,1,5,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,F,nisuda,shifeni,seg_Attended,nisuda_shifeni,nisuda,single,AD_G1_LangA_female,12,8,F,Match,both
10,31,31,2,452,1,1,6,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,xonisu,kirewa,seg_Attended,xonisu_kirewa,kirewa,single,AD_G1_LangA_female,12,8,F,Mismatch,both
11,64,64,2,1040,2,0,6,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,masihe,biwetu,seg_Unattended,masihe_biwetu,biwetu,single,AD_G1_LangA_female,12,8,F,Mismatch,both
12,67,67,2,472,2,0,6,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,zafanu,xidule,seg_Unattended,zafanu_xidule,xidule,single,AD_G1_LangA_female,12,8,F,Mismatch,both
13,59,59,2,1790,1,1,7,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,wetuxi,pomasi,seg_Unattended,wetuxi_pomasi,pomasi,single,AD_G1_LangA_female,12,8,F,Mismatch,both
14,72,72,1,580,1,1,8,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,F,xidule,dulepo,seg_Unattended,xidule_dulepo,xidule,single,AD_G1_LangA_female,12,8,F,Match,both
15,63,63,2,516,1,1,9,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,F,biwetu,tuheri,seg_Unattended,biwetu_tuheri,biwetu,single,AD_G1_LangA_female,12,8,F,Match,both
16,58,58,1,1482,1,1,10,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,F,pomasi,masihe,seg_Unattended,pomasi_masihe,pomasi,single,AD_G1_LangA_female,12,8,F,Match,both
17,18,18,2,749,2,0,10,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,F,rewani,zutami,seg_Attended,rewani_zutami,zutami,single,AD_G1_LangA_female,12,8,F,Match,both
18,25,25,1,1502,2,0,10,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,F,hoshife,xonisu,seg_Attended,hoshife_xonisu,hoshife,single,AD_G1_LangA_female,12,8,F,Match,both
19,51,51,1,2341,1,1,11,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,herisha,tuheri,seg_Unattended,herisha_tuheri,herisha,single,AD_G1_LangA_female,12,8,F,Mismatch,both
20,66,66,2,898,2,0,11,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,dulepo,biwetu,seg_Unattended,dulepo_biwetu,biwetu,single,AD_G1_LangA_female,12,8,F,Mismatch,both
21,15,15,1,1566,2,0,11,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,zutami,luzuta,seg_Attended,zutami_luzuta,zutami,single,AD_G1_LangA_female,12,8,F,Mismatch,both
22,17,17,1,906,1,1,12,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,M,zutami,shifeni,seg_Attended,zutami_shifeni,zutami,single,AD_G1_LangA_female,12,8,F,Mismatch,both
23,43,43,2,607,2,0,12,13a87eae-d3d1-4edd-bf66-a5005e8d1d04,AD_Group1_test,1,F,zafanu,vukoza,seg_Unattended,zafanu_vukoza,vukoza,single,AD_G1_LangA_female,12,8,F,Match,both
